PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8,PSS_ASSOC_9,PSS_ASSOC_10,PSS_ASSOC_11,PSS_ASSOC_12,PSS_ASSOC_13,PSS_ASSOC_14,PSS_ASSOC_15
A9500150,ST JOHN VIANNEY CATHOLIC SCHOOL,2,13,539 E LA PASADA BLVD,GOODYEAR,4013,13,AZ,4,85338,6239322434,180,7,Yes,,61,50,42,44,40,47,46,50,43,46,,,,,469,408,0,1,368,7,21,1,10,18,22,1,1,1,1,2,0,0.24,90.19,1.71,5.14,0.24,2.45,22.66,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A0100608,ST JOHN XXIII CATHOLIC SCHOOL COMMUNITY,2,13,16235 N 60TH ST,SCOTTSDALE,4013,13,AZ,4,85254,4809050939,180,7.25,Yes,,24,58,58,64,65,65,66,70,70,68,,,,,608,584,0,9,23,5,521,1,25,28.8,11,1,1,1,1,1,0,1.54,3.93,0.85,89.21,0.17,4.28,20.27,1,MARICOPA,National Catholic Educational Association (NCEA),Other religious school association(s),,,,,,,,,,,,,
A1900148,ST JOSEPH CATHOLIC SCHOOL,3,3,215 S CRAYCROFT RD,TUCSON,4019,19,AZ,4,85711,5207473060,180,7,Yes,,,22,,,,,,,,,,,,,22,22,0,0,17,1,4,0,0,13.6,11,1,7,1,1,1,0,0,77.27,4.54,18.18,0,0,1.61,1,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
31458,ST LOUIS THE KING SCHOOL,2,13,4331 W MARYLAND AVE,GLENDALE,4013,13,AZ,4,85301,6239394264,180,7.25,Yes,,17,13,22,24,20,22,23,18,28,26,,,,,213,196,5,40,129,16,4,0,2,11.6,21,1,1,1,1,2,2.55,20.4,65.81,8.16,2.04,0,1.02,16.89,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A9703929,ST MARKS EARLY CHILDHOOD CENTER,2,3,1431 W MAGEE RD,TUCSON,4019,19,AZ,4,85704,5207972925,175,5,Yes,,40,12,,,,,,,,,,,,,52,12,0,0,1,0,11,0,0,1.9,21,1,7,1,2,2,0,0,8.33,0,91.66,0,0,6.31,25,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
31301,ST MARY'S CATHOLIC HIGH SCHOOL,14,17,2525 N 3RD ST,PHOENIX,4013,13,AZ,4,85004,6022512503,180,6.75,Yes,,,,,,,,,,,,141,117,116,113,487,487,29,6,362,32,56,2,0,34.9,11,1,1,2,1,1,5.95,1.23,74.33,6.57,11.49,0.41,0,13.95,1,MARICOPA,National Catholic Educational Association (NCEA),Other special emphasis association(s),,,,,,,,,,,,,
31505,ST MARY-BASHA CATHOLIC SCHOOL,2,13,200 W GALVESTON ST,CHANDLER,4013,13,AZ,4,85225,4809634951,176,7.5,Yes,,33,28,32,39,40,29,48,51,42,48,,,,,390,357,3,2,120,1,212,4,15,33.9,11,1,1,1,1,1,0.84,0.56,33.61,0.28,59.38,1.12,4.2,10.53,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A9300033,ST MICHAEL'S PARISH DAY SCHOOL,3,13,602 N WILMOT RD,TUCSON,4019,19,AZ,4,85711,5207228478,174,7.5,No,,,21,27,29,28,30,36,35,31,33,,,,,270,270,0,10,73,11,176,0,0,34.5,11,1,1,1,2,1,0,3.7,27.03,4.07,65.18,0,0,7.82,14,PIMA,National Association of Episcopal Schools (NAES),Other religious school association(s),State or regional independent school association,,,,,,,,,,,,
32961,ST MICHAELS ASSOC FOR SP ED,12,17,PO BOX 100,SAINT MICHAELS,4001,1,AZ,4,86511,9288712810,217,7,No,1,,,,,,,,,2,2,2,1,2,4,14,14,14,0,0,0,0,0,0,1,41,1,4,2,3,4,100,0,0,0,0,0,0,14,30,APACHE,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0100636,ST PETER'S EPISCOPAL MONTESSORI SCHOOL,3,11,400 S OLD LITCHFIELD RD,LITCHFIELD PARK,4013,13,AZ,4,85340,6239357737,180,7,No,,,14,5,5,6,1,,1,,,,,,,32,32,0,2,10,2,16,0,2,4,22,1,2,1,2,2,0,6.25,31.25,6.25,50,0,6.25,8,14,MARICOPA,Other religious school association(s),Association Montessori International (AMI),,,,,,,,,,,,,
31298,ST THERESA CATHOLIC SCHOOL,2,13,5001 E THOMAS RD,PHOENIX,4013,13,AZ,4,85018,6028400010,180,7,Yes,,25,58,41,38,36,29,34,35,41,45,,,,,382,357,0,4,38,4,281,0,30,31.4,11,1,1,1,1,1,0,1.12,10.64,1.12,78.71,0,8.4,11.36,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
BB220032,ST THOMAS AQUINAS GRADE SCHOOL,3,13,13720 W THOMAS RD,AVONDALE,4013,13,AZ,4,85392,6239350945,,,,,,38,47,50,48,51,50,48,49,47,,,,,428,428,3,34,187,2,130,0,72,22.5,22,1,1,1,1,2,0.7,7.94,43.69,0.46,30.37,0,16.82,19.02,1,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
31287,ST THOMAS THE APOSTLE SCHOOL,2,13,4510 N 24TH ST,PHOENIX,4013,13,AZ,4,85016,6029549088,185,7,No,,61,47,61,57,49,58,56,62,50,51,,,,,552,491,1,14,149,2,294,2,29,28.8,11,1,1,1,1,1,0.2,2.85,30.34,0.4,59.87,0.4,5.9,17.04,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A0304005,ST TIMOTHY CATHOLIC SCHOOL,3,13,2520 S ALMA SCHOOL RD,MESA,4013,13,AZ,4,85210,4807752650,180,7,Yes,,,20,21,22,14,22,15,11,15,18,,,,,158,158,2,45,22,3,79,1,6,13.3,11,1,1,1,1,1,1.26,28.48,13.92,1.89,50,0.63,3.79,11.87,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
31276,ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,2,13,3130 N 51ST AVE,PHOENIX,4013,13,AZ,4,85031,6232478595,180,7,Yes,,32,41,54,45,41,57,56,52,61,56,,,,,495,463,1,1,450,1,8,0,2,22,11,1,1,1,1,1,0.21,0.21,97.19,0.21,1.72,0,0.43,21.04,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
BB220017,STRONG FOUNDATIONS ACADEMY,2,3,985 W CHANDLER HEIGHTS RD # 4,CHANDLER,4013,13,AZ,4,85248,4807383346,180,6,No,,52,9,,,,,,,,,,,,,61,9,0,0,0,0,2,0,7,1,11,1,7,1,3,1,0,0,0,0,22.22,0,77.77,9,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1970300,SUNRISE MONTESSORI SCHOOL SOUTH,2,3,14233 N 47TH AVE,GLENDALE,4013,13,AZ,4,85306,6028436053,172,6,No,,20,5,,,,,,,,,,,,,25,5,0,1,0,0,4,0,0,3,11,1,2,1,3,1,0,20,0,0,80,0,0,1.66,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1500108,TANQUE VERDE LUTHERAN PRESCHOOL & KINDERGARTEN,2,3,8625 E TANQUE VERDE RD,TUCSON,4019,19,AZ,4,85749,5207491738,180,6,Yes,,111,19,,,,,,,,,,,,,130,19,1,1,4,0,12,1,0,1.8,11,1,7,1,2,1,5.26,5.26,21.05,0,63.15,5.26,0,10.55,8,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
2002312,TEMPE MONTESSORI SCHOOL LTD,2,10,410 S EL DORADO,MESA,4013,13,AZ,4,85202,4809667606,183,6.5,Yes,60,60,20,6,,2,2,3,,,,,,,,153,93,0,0,5,3,85,0,0,3,11,1,2,1,3,1,0,0,5.37,3.22,91.39,0,0,31,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,
A1900152,THE ALEXANDRIA ACADEMY,8,17,13940 W MEEKER BLVD # 115/ # 180,SUN CITY WEST,4013,13,AZ,4,85375,8186197779,180,4,No,6,,,,,1,1,1,,,,,,,1,10,10,0,0,2,0,2,0,6,1.8,21,1,6,3,3,2,0,0,20,0,20,0,60,5.55,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100228,THE BRIDGE SCHOOL,3,17,13185 W THOMAS RD,GOODYEAR,4013,13,AZ,4,85395,7139742066,,6,No,,,2,,2,1,,1,2,4,5,23,23,8,10,81,81,,,,,,,,10,22,1,1,3,3,2,,,,,,,,8.1,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0507103,THE FAMILY SCHOOL,2,3,1127 W MCDOWELL RD,PHOENIX,4013,13,AZ,4,85007,6022525866,183,6,No,,43,14,,,,,,,,,,,,,57,14,0,0,8,1,5,0,0,2.3,11,1,7,1,3,1,0,0,57.14,7.14,35.71,0,0,6.08,30,MARICOPA,National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,,
A0500095,THE FOUNDATION FOR BLIND CHILDREN,2,9,1234 E NORTHERN AVE,PHOENIX,4013,13,AZ,4,85020,6023311470,180,5.58,Yes,,50,5,18,5,3,2,,,,,,,,,83,33,1,0,15,0,17,0,0,12.4,11,1,4,1,3,1,3.03,0,45.45,0,51.51,0,0,2.66,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1970305,THE GODDARD SCHOOL,2,3,13235 W THOMAS RD BLDG A,GOODYEAR,4013,13,AZ,4,85395,6235368185,230,7,No,,139,13,,,,,,,,,,,,,152,13,0,0,3,2,8,0,0,1,22,1,7,1,3,2,0,0,23.07,15.38,61.53,0,0,13,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
2004047,THE GREGORY SCHOOL,10,17,3231 N CRAYCROFT RD,TUCSON,4019,19,AZ,4,85712,5203276395,175,6.66,Yes,,,,,,,,23,46,53,54,40,49,28,41,334,334,1,19,32,9,209,0,64,48.4,11,1,1,3,3,1,0.29,5.68,9.58,2.69,62.57,0,19.16,6.9,30,PIMA,National Association of Independent Schools (NAIS),Other school association(s),,,,,,,,,,,,,
A1790024,THE JONES-GORDON SCHOOL,6,17,4800 E DOUBLETREE RANCH RD,PARADISE VALLEY,4013,13,AZ,4,85253,4805635588,181,6.75,Yes,,,,3,9,12,11,12,16,16,14,11,14,14,14,146,146,,,,,,,,25.6,21,1,4,3,3,2,,,,,,,,5.7,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
BB220019,THE UNITED SCHOOL OF AUTISM,6,16,9590 E SHEA BLVD BLDG C,SCOTTSDALE,4013,13,AZ,4,85260,4808601339,180,6.75,Yes,,,,8,8,8,8,8,8,7,6,4,4,2,,71,71,0,1,3,2,60,1,4,20,12,1,4,3,3,1,0,1.4,4.22,2.81,84.5,1.4,5.63,3.55,30,MARICOPA,Other special emphasis association(s),Other school association(s),,,,,,,,,,,,,
33331,THUNDERBIRD ADVENTIST ACADEMY,14,17,7410 E SUTTON DR,SCOTTSDALE,4013,13,AZ,4,85260,4809483300,180,8,Yes,,,,,,,,,,,,36,27,33,30,126,126,3,10,56,10,35,0,12,9.9,12,1,1,2,2,1,2.38,7.93,44.44,7.93,27.77,0,9.52,12.72,28,MARICOPA,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
AA000211,THUNDERBIRD CHRISTIAN ELEMENTARY SCHOOL,3,13,7440 E SUTTON DR,SCOTTSDALE,4013,13,AZ,4,85260,4809916705,180,7,Yes,,,7,6,5,9,10,10,6,12,15,,,,,80,80,0,6,30,5,35,4,0,5,12,1,1,1,2,1,0,7.5,37.5,6.25,43.75,5,0,16,28,MARICOPA,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
A1500113,TORAH DAY SCHOOL OF PHOENIX,2,13,1118 W GLENDALE AVE,PHOENIX,4013,13,AZ,4,85021,6023743062,180,8.5,Yes,,98,31,40,28,32,43,25,38,33,34,,,,,402,304,0,0,3,1,300,0,0,28,11,1,1,1,2,1,0,0,0.98,0.32,98.68,0,0,10.85,18,MARICOPA,National Society for Hebrew Day Schools (Torah Umesorah),Other school association(s),,,,,,,,,,,,,
32859,TRI-CITY CHRISTIAN ACADEMY,3,17,2211 W GERMANN RD,CHANDLER,4013,13,AZ,4,85286,4802457902,168,7.5,Yes,,,20,22,18,20,22,23,18,24,14,12,12,20,10,235,235,0,30,50,15,140,0,0,21,11,1,1,3,2,1,0,12.76,21.27,6.38,59.57,0,0,11.19,5,MARICOPA,American Association of Christian Schools (AACS),,,,,,,,,,,,,,
A0500098,TRINITY CHRISTIAN SCHOOL,3,17,1077 MOGOLLON RD,PRESCOTT,4025,25,AZ,4,86301,9284456306,177,7,Yes,,,36,35,36,37,39,41,48,34,32,31,29,24,22,444,444,0,3,42,7,392,0,0,33.1,13,1,1,3,2,1,0,0.67,9.45,1.57,88.28,0,0,13.41,8,YAVAPAI,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
K9300086,TRINITY LUTHERAN SCHOOL,2,13,830 E PLZ CIR,LITCHFIELD PARK,4013,13,AZ,4,85340,6239354690,178,8,Yes,,238,37,29,28,27,18,20,18,15,21,,,,,451,213,3,14,27,9,135,5,20,14.4,22,1,1,1,2,2,1.4,6.57,12.67,4.22,63.38,2.34,9.38,14.79,20,MARICOPA,Other religious school association(s),Other school association(s),,,,,,,,,,,,,
A1592152,TUCSON BAPTIST ACADEMY,3,16,1525 S COLUMBUS BLVD,TUCSON,4019,19,AZ,4,85711,5204291569,178,7,Yes,,,26,14,18,9,14,9,14,7,9,3,,1,,124,124,0,3,37,18,64,2,0,10,11,1,1,3,2,1,0,2.41,29.83,14.51,51.61,1.61,0,12.4,5,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1900154,TUCSON HEBREW ACADEMY,3,13,3888 E RIVER RD,TUCSON,4019,19,AZ,4,85718,5205293888,170,7.5,Yes,,,13,9,11,14,12,18,16,8,13,,,,,114,114,0,4,89,14,7,0,0,21.3,11,1,1,1,2,1,0,3.5,78.07,12.28,6.14,0,0,5.35,18,PIMA,Prizmah: Center for Jewish Day Schools (PRIZMAH),,,,,,,,,,,,,,
A0100515,TUCSON WALDORF SCHOOL,2,13,3605 E RIVER RD,TUCSON,4019,19,AZ,4,85718,5205291032,176,6.75,Yes,17,40,20,18,22,15,20,10,18,12,13,,,,,205,165,2,11,34,6,104,0,8,25.9,21,1,3,1,3,2,1.21,6.66,20.6,3.63,63.03,0,4.84,6.37,30,PIMA,Association of Waldorf Schools of North America (AWSNA),Other special emphasis association(s),,,,,,,,,,,,,
A9700217,UNITED CHRISTIAN SCHOOL,2,13,PO BOX 3126,CAMP VERDE,4025,25,AZ,4,86322,9285670415,147,7.5,Yes,,41,20,19,10,14,8,16,9,5,4,,,,,146,105,5,4,14,2,79,1,0,8,32,1,1,1,2,3,4.76,3.8,13.33,1.9,75.23,0.95,0,13.12,8,YAVAPAI,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A2100231,VALIANT COLLEGE PREPARATORY,11,17,3024 E FILLMORE ST,PHOENIX,4013,13,AZ,4,85008,4807585223,180,8,No,,,,,,,,,5,14,18,8,10,3,5,63,63,0,5,46,2,10,0,0,7.4,11,1,1,3,3,1,0,7.93,73.01,3.17,15.87,0,0,8.51,30,MARICOPA,Other special emphasis association(s),,,,,,,,,,,,,,
BB220021,VALLEY CHRISTIAN ELEMENTARY SCHOOL,3,17,6304 S PRICE RD,TEMPE,4013,13,AZ,4,85283,4809007100,180,7.5,Yes,65,,65,65,65,64,64,64,64,64,64,64,64,64,64,900,900,,,,,,,,70.4,12,1,1,3,2,1,,,,,,,,12.78,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
BB220022,VALLEY CHRISTIAN JR HIGH SCHOOL,12,13,1005 E GUADALUPE RD,TEMPE,4013,13,AZ,4,85283,4809007100,180,6.16,No,,,,,,,,,,72,47,,,,,119,119,,,,,,,,9.9,12,1,1,2,2,1,,,,,,,,12.02,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
2003327,VALLEY CHRISTIAN SCHOOLS,3,17,6900 W GALVESTON ST,CHANDLER,4013,13,AZ,4,85226,4807058888,180,7.16,Yes,,,40,50,51,50,47,50,46,72,46,117,129,110,92,900,900,4,20,127,22,674,1,52,58.9,11,1,1,3,2,1,0.44,2.22,14.11,2.44,74.88,0.11,5.77,15.28,8,MARICOPA,Association of Christian Schools International (ACSI),Christian Schools International (CSI),,,,,,,,,,,,,
A9100470,VALLEY LUTHERAN HIGH SCHOOL,14,17,5199 N 7TH AVE,PHOENIX,4013,13,AZ,4,85013,6022301600,180,7,No,,,,,,,,,,,,31,36,29,38,134,134,5,15,21,4,87,0,2,17.6,11,1,1,2,2,1,3.73,11.19,15.67,2.98,64.92,0,1.49,7.61,20,MARICOPA,Other religious school association(s),,,,,,,,,,,,,,
BB200022,VERDE CHRISTIAN ACADEMY,2,13,102 S WILLARD ST,COTTONWOOD,4025,25,AZ,4,86326,9286348113,150,7.5,Yes,,38,21,16,21,21,20,19,13,19,18,,,,,206,168,0,0,33,1,127,2,5,11.8,32,1,1,1,2,3,0,0,19.64,0.59,75.59,1.19,2.97,14.23,8,YAVAPAI,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
32156,VERDE VALLEY SCHOOL,14,17,3511 VERDE VALLEY SCHOOL RD,SEDONA,4025,25,AZ,4,86351,9282842272,195,10,No,,,,,,,,,,,,24,31,31,29,115,115,3,12,10,5,55,0,30,17.5,41,1,1,2,3,4,2.6,10.43,8.69,4.34,47.82,0,26.08,6.57,30,YAVAPAI,National Association of Independent Schools (NAIS),The Association of Boarding Schools (TABS),,,,,,,,,,,,,
A1700085,VERITAS ACADEMY OF TUCSON,3,17,2151 N PALO VERDE BLVD,TUCSON,4019,19,AZ,4,85716,5205760427,170,7,No,,,17,21,16,19,19,19,14,24,10,11,6,,9,185,185,0,2,35,4,144,0,0,17.4,11,1,3,3,2,1,0,1.08,18.91,2.16,77.83,0,0,10.63,29,PIMA,Association of Christian Schools International (ACSI),Association of Classical Christian Schools (ACCS),Christian Schools International (CSI),,,,,,,,,,,,
A0100657,VERITAS CHRISTIAN COMMUNITY SCHOOL,3,17,215 TAYLOR DR,SIERRA VISTA,4003,3,AZ,4,85635,5204171113,180,7,No,,,13,8,10,11,9,12,7,17,12,11,9,3,6,128,128,1,1,10,5,70,0,41,13.9,13,1,1,3,2,1,0.78,0.78,7.81,3.9,54.68,0,32.03,9.2,8,COCHISE,Association of Classical Christian Schools (ACCS),,,,,,,,,,,,,,
A2100232,VICTORY AUTISM ACADEMY,3,16,1781 N CENTRAL AVE,GOODYEAR,4013,13,AZ,4,85338,6232488624,185,6.5,No,,,15,20,14,17,22,12,7,12,8,6,1,1,,135,135,0,0,30,10,90,0,5,11,22,1,4,3,3,2,0,0,22.22,7.4,66.66,0,3.7,12.27,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0900159,VILLE DE MARIE ACADEMY,3,17,8524 E THOMAS RD,SCOTTSDALE,4013,13,AZ,4,85251,4809479441,178,7.25,No,,,18,18,17,17,18,17,18,18,18,20,15,15,13,222,222,4,6,10,4,174,6,18,15.6,12,1,1,3,1,1,1.8,2.7,4.5,1.8,78.37,2.7,8.1,14.23,1,MARICOPA,Other school association(s),,,,,,,,,,,,,,
A0900160,VISION CHRISTIAN ACADEMY,2,17,13419 W OCOTILLO RD,GLENDALE,4013,13,AZ,4,85307,1623396752,180,6.5,Yes,,2,5,2,2,5,4,,5,1,,3,1,3,3,36,34,0,2,17,0,15,0,0,7.4,22,1,1,3,2,2,0,5.88,50,0,44.11,0,0,4.59,5,MARICOPA,American Association of Christian Schools (AACS),,,,,,,,,,,,,,
A0900147,WEST VALLEY CHRISTAIN SCHOOL,3,13,16260 W VAN BUREN ST,GOODYEAR,4013,13,AZ,4,85338,6232342100,143,7,Yes,,,34,31,29,35,27,21,22,31,16,,,,,246,246,5,3,51,4,153,0,30,21.3,22,1,1,1,2,2,2.03,1.21,20.73,1.62,62.19,0,12.19,11.54,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A9100477,WICKENBURG CHRISTIAN ACADEMY,2,17,260 W YAVAPAI ST,WICKENBURG,4013,13,AZ,4,85390,9286845916,139,7.5,No,,37,13,16,18,16,16,9,15,16,13,6,4,7,6,192,155,1,2,35,0,117,0,0,23.4,32,1,1,3,2,3,0.64,1.29,22.58,0,75.48,0,0,6.62,8,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1970309,WILKINS LEARNING CENTER,2,3,730 S COOPER RD STE C,GILBERT,4013,13,AZ,4,85233,4808132796,181,5.5,No,,118,12,,,,,,,,,,,,,130,12,0,0,0,1,10,0,1,1,21,1,7,1,3,2,0,0,0,8.33,83.33,0,8.33,12,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
31265,XAVIER COLLEGE PREPARATORY,14,17,4710 N 5TH ST,PHOENIX,4013,13,AZ,4,85012,6022773772,180,7,Yes,,,,,,,,,,,,277,304,280,261,1122,1122,12,46,241,25,717,6,75,79,11,2,1,2,1,1,1.06,4.09,21.47,2.22,63.9,0.53,6.68,14.2,1,MARICOPA,National Catholic Educational Association (NCEA),Other religious school association(s),,,,,,,,,,,,,
A1500117,YESHIVA HIGH SCHOOL OF ARIZONA,14,17,7045 N 12TH ST,PHOENIX,4013,13,AZ,4,85020,6022661213,181,10.25,Yes,,,,,,,,,,,,10,9,5,7,31,31,0,0,0,0,31,0,0,8.9,11,3,1,2,2,1,0,0,0,0,100,0,0,3.48,18,MARICOPA,National Society for Hebrew Day Schools (Torah Umesorah),,,,,,,,,,,,,,
A0300075,YOUTH DEVELOPMENT INSTITUTE,12,17,1830 E ROOSEVELT ST,PHOENIX,4013,13,AZ,4,85006,6022565350,216,6.25,Yes,,,,,,,,,,1,7,9,22,21,8,68,68,11,0,17,9,30,0,1,7,11,1,6,2,3,1,16.17,0,25,13.23,44.11,0,1.47,9.71,30,MARICOPA,Other association(s) for exceptional children,,,,,,,,,,,,,,
A1700088,YUMA ADVENTIST CHRISTIAN SCHOOL,3,13,1681 S 6TH AVE,YUMA,4027,27,AZ,4,85364,9287830457,180,7.5,Yes,,,2,2,,2,1,6,2,5,3,,,,,23,23,4,1,13,2,3,0,0,2,13,1,1,1,2,1,17.39,4.34,56.52,8.69,13.04,0,0,11.5,28,YUMA,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
A0300076,YUMA CATHOLIC HIGH SCHOOL,14,17,2100 W 28TH ST,YUMA,4027,27,AZ,4,85364,9283177914,180,7,No,,,,,,,,,,,,135,124,113,116,488,488,1,9,301,7,141,0,29,28.3,13,1,1,2,1,1,0.2,1.84,61.68,1.43,28.89,0,5.94,17.24,1,YUMA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
32043,YUMA LUTHERAN SCHOOL,2,13,2555 S ENGLER AVE,YUMA,4027,27,AZ,4,85365,9287268410,170,7,Yes,,24,48,48,48,48,48,57,48,48,48,,,,,465,441,5,4,67,3,362,0,0,24.6,13,1,1,1,2,1,1.13,0.9,15.19,0.68,82.08,0,0,17.92,20,YUMA,Association of Christian Schools International (ACSI),Other religious school association(s),Other school association(s),,,,,,,,,,,,
