PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8,PSS_ASSOC_9,PSS_ASSOC_10,PSS_ASSOC_11,PSS_ASSOC_12,PSS_ASSOC_13,PSS_ASSOC_14,PSS_ASSOC_15
A9700074,91ST PSALM CHRISTIAN SCHOOL,2,17,2020 E BASELINE RD,PHOENIX,4013,13,AZ,4,85042,6022431900,180,7.41,No,,17,18,13,15,16,17,13,12,16,6,10,10,2,7,172,155,1,4,89,13,43,0,5,15.3,11,1,1,3,2,1,0.64,2.58,57.41,8.38,27.74,0,3.22,10.13,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A1970230,A PLACE 4 EVERYONE LEARNING CENTER,2,11,7040 E SPRST SPG BLVD,MESA,4013,13,AZ,4,85209,4809856797,180,6,No,5,10,28,8,5,,,2,3,,,,,,,61,51,3,0,14,6,23,5,0,6.4,11,1,4,1,3,1,5.88,0,27.45,11.76,45.09,9.8,0,7.96,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9100380,ACCEL,3,17,10251 N 35TH AVE,PHOENIX,4013,13,AZ,4,85051,6029957366,180,6,Yes,,,1,8,6,13,8,19,11,22,22,19,12,18,25,184,184,3,1,73,23,79,0,5,19,11,1,4,3,3,1,1.63,0.54,39.67,12.5,42.93,0,2.71,9.68,30,MARICOPA,National Association of Private Special Education Centers (NAPSEC),,,,,,,,,,,,,,
A2100146,ACCEL EAST CAMPUS,3,17,1430 E BASELINE RD,TEMPE,4013,13,AZ,4,85283,4807559379,180,6,No,,,2,2,3,3,2,3,,7,9,1,6,6,17,61,61,1,3,15,12,29,0,1,7,12,1,4,3,3,1,1.63,4.91,24.59,19.67,47.54,0,1.63,8.71,30,MARICOPA,National Association of Private Special Education Centers (NAPSEC),,,,,,,,,,,,,,
A2100148,ACES-PEORIA,3,17,6815 W CACTUS RD,PEORIA,4013,13,AZ,4,85381,6239375090,186,6,Yes,,,,,,,,,,,,,,,,,,,,,,,,,36,21,1,4,3,3,2,,,,,,,,,30,MARICOPA,National Association of Private Special Education Centers (NAPSEC),,,,,,,,,,,,,,
BB220005,ACTON ACADEMY PHOENIX,2,12,3330 E CAMELBACK RD,PHOENIX,4013,13,AZ,4,85018,9787954342,169,6.75,No,,2,7,2,,4,5,1,2,2,,,,,,25,23,2,0,2,0,18,0,1,4,11,1,6,1,3,1,8.69,0,8.69,0,78.26,0,4.34,5.75,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1900086,ADOBE ADVENTIST CHRISTIAN SCHOOL,3,13,9910 E ADOBE RD,MESA,4013,13,AZ,4,85207,4806885416,180,7.5,Yes,,,2,1,3,1,1,1,2,3,3,,,,,17,17,0,0,10,0,7,0,0,1.9,21,1,1,1,2,2,0,0,58.82,0,41.17,0,0,8.94,28,MARICOPA,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
A0900114,AHWATUKEE FOOTHILLS MONTESSORI,2,3,3221 E CHANDLER BLVD,PHOENIX,4013,13,AZ,4,85048,4807593810,200,5.5,No,,68,9,,,,,,,,,,,,,77,9,0,2,0,1,6,0,0,9,11,1,7,1,3,1,0,22.22,0,11.11,66.66,0,0,1,30,MARICOPA,American Montessori Society (AMS),,,,,,,,,,,,,,
A1900088,ALL SAINTS CATHOLIC SCHOOL,2,13,1425 E YAQUI ST,SIERRA VISTA,4003,3,AZ,4,85650,5203787012,180,7,Yes,,22,12,15,8,9,8,6,5,4,2,,,,,91,69,1,3,36,0,25,1,3,8.3,41,1,1,1,1,4,1.44,4.34,52.17,0,36.23,1.44,4.34,8.31,1,COCHISE,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
31764,ALL SAINTS' EPISCOPAL DAY SCHOOL,2,13,6300 N CENTRAL AVE,PHOENIX,4013,13,AZ,4,85012,6022744866,173,7,Yes,,30,41,48,49,49,53,62,61,63,68,,,,,524,494,1,29,57,20,330,1,56,51.6,11,1,1,1,2,1,0.2,5.87,11.53,4.04,66.8,0.2,11.33,9.57,14,MARICOPA,National Association of Episcopal Schools (NAES),National Association of Independent Schools (NAIS),State or regional independent school association,Other school association(s),,,,,,,,,,,
A1100025,ANNUNCIATION CATHOLIC SCHOOL,3,13,32648 N CAVE CREEK RD,CAVE CREEK,4013,13,AZ,4,85331,4803618234,180,7,Yes,,,23,27,27,27,27,25,26,27,27,,,,,236,236,2,7,47,3,155,0,22,14,11,1,1,1,1,1,0.84,2.96,19.91,1.27,65.67,0,9.32,16.85,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A1900091,APACHE BAPTIST ACADEMY,3,12,PO BOX 236,BYLAS,4009,9,AZ,4,85530,9289610270,180,6,No,,,5,,,2,2,1,,1,,,,,,11,11,11,0,0,0,0,0,0,2,43,1,1,1,2,4,100,0,0,0,0,0,0,5.5,5,GRAHAM,American Association of Christian Schools (AACS),,,,,,,,,,,,,,
A9500053,ARCADIA MONTESSORI SCHOOL,2,3,5115 E VIRGINIA AVE,PHOENIX,4013,13,AZ,4,85008,6028402342,195,6.5,No,,155,11,,,,,,,,,,,,,166,11,0,0,0,1,10,0,0,3,11,1,2,1,3,1,0,0,0,9.09,90.9,0,0,3.66,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
1926277,ARIZONA LUTHERAN ACADEMY,14,17,6036 S 27TH AVE,PHOENIX,4013,13,AZ,4,85041,6022688686,177,7,No,,,,,,,,,,,,55,47,57,42,201,201,11,8,35,12,129,2,4,16.9,21,1,1,2,2,2,5.47,3.98,17.41,5.97,64.17,0.99,1.99,11.89,22,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0304001,ARROWHEAD CHRISTIAN ACADEMY,3,17,4030 W YORKSHIRE DR,GLENDALE,4013,13,AZ,4,85308,6235826871,180,7,No,,,16,21,22,20,17,18,14,13,17,18,16,11,10,213,213,1,4,74,7,123,2,2,14,11,1,1,3,2,1,0.46,1.87,34.74,3.28,57.74,0.93,0.93,15.21,8,MARICOPA,American Association of Christian Schools (AACS),Association of Christian Schools International (ACSI),Other religious school association(s),,,,,,,,,,,,
A0507010,ARROWHEAD MONTESSORI,2,13,14801 N 83RD AVE,PEORIA,4013,13,AZ,4,85381,6237762322,181,6.5,No,1,63,16,8,10,11,7,4,7,3,3,,,,,133,70,0,1,9,0,60,0,0,6.4,21,1,2,1,3,2,0,1.42,12.85,0,85.71,0,0,10.93,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,
A1100026,ASCEND,1,1,PO BOX 300,KIRKLAND,4025,25,AZ,4,86332,9284439290,,6,No,16,,,,,,,,,,,,,,,16,16,,,,,,,,14.4,41,1,4,3,3,4,,,,,,,,1.11,30,YAVAPAI,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0100466,ASCENSION LUTHERAN PRESCHOOL,2,3,1220 W MAGEE RD,TUCSON,4019,19,AZ,4,85704,5207426229,200,7,No,,112,12,,,,,,,,,,,,,124,12,0,0,1,0,11,0,0,1,21,1,7,1,2,2,0,0,8.33,0,91.66,0,0,12,23,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1392004,AUTISM ACADEMY FOR ED & DEVELOPMENT,11,17,7581 S WILLOW DR # 103,TEMPE,4013,13,AZ,4,85283,4805256197,180,7,No,,,,,,,,,1,6,22,24,10,26,27,116,116,0,5,30,14,65,2,0,14,12,1,4,3,3,1,0,4.31,25.86,12.06,56.03,1.72,0,8.28,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100154,AUTISM ACADEMY FOR EDUCATION & DEVELOPMENT,6,17,"7581 S WILLOW DR, STE #103",TEMPE,4019,19,AZ,4,85283,4805256197,180,7,No,,,,5,16,8,10,9,16,8,11,7,3,3,3,99,99,3,2,51,5,33,0,5,10,11,1,4,3,3,1,3.03,2.02,51.51,5.05,33.33,0,5.05,9.9,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100152,AUTISM ACADEMY FOR EDUCATION AND DEVELOPMENT,10,17,"6910 W BELL RD., STE C",GLENDALE,4013,13,AZ,4,85308,4805256197,180,7,No,,,,,,,,6,10,13,13,13,14,14,12,95,95,0,3,26,9,47,0,10,8,21,1,4,3,3,2,0,3.15,27.36,9.47,49.47,0,10.52,11.87,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100153,AUTISM ACADEMY OF EDUCATION AND DEVELOPMENT,3,17,"7581 S WILLOW DR, STE #103",TEMPE,4013,13,AZ,4,85283,4805256197,180,7,No,,,3,10,18,21,17,24,21,16,7,3,2,2,6,150,150,1,7,41,11,76,1,13,20,21,1,4,3,3,2,0.66,4.66,27.33,7.33,50.66,0.66,8.66,7.5,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
2003338,AWAKENING SEED SCHOOL,2,9,6630 S 40TH ST,PHOENIX,4013,13,AZ,4,85042,6024542606,184,6,No,,85,18,8,7,5,10,,,,,,,,,133,48,0,4,3,4,35,1,1,5.5,11,1,1,1,3,1,0,8.33,6.25,8.33,72.91,2.08,2.08,8.72,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100156,AZ ASPIRE ACADEMY,3,17,2150 E SOUTHERN AVE,TEMPE,4013,13,AZ,4,85282,4804206630,180,5,Yes,,,10,20,20,29,20,23,26,33,29,23,16,19,18,286,286,0,5,53,31,182,0,15,88.1,41,1,4,3,3,4,0,1.74,18.53,10.83,63.63,0,5.24,3.24,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100157,AZ ASPIRE ACADEMY,3,17,2150 E SOUTHERN AVE,TEMPE,4013,13,AZ,4,85282,4804206630,180,5,Yes,,,207,207,207,207,208,208,208,208,208,208,208,208,208,,2700,,,,,,,,81,22,1,4,3,3,2,,,,,,,,33.33,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1700053,BANNER ACADEMY,11,17,1410 W 10TH PL,TEMPE,4013,13,AZ,4,85281,4808275348,180,6.33,No,,,,,,,,,1,2,5,7,5,8,4,32,32,1,0,4,2,24,0,1,8,12,1,4,3,3,1,3.12,0,12.5,6.25,75,0,3.12,4,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1592149,BAYER PRIVATE SCHOOL,2,13,23555 N 67TH AVE,GLENDALE,4013,13,AZ,4,85310,6233623700,181,6.75,No,,47,20,13,17,10,8,13,6,10,10,,,,,154,107,0,22,6,7,72,0,0,15.9,11,1,1,1,3,1,0,20.56,5.6,6.54,67.28,0,0,6.72,30,MARICOPA,Other school association(s),,,,,,,,,,,,,,
A9703805,BEAUTIFUL SAVIOR ACADEMY,2,3,PO BOX 90925,TUCSON,4019,19,AZ,4,85752,5205791453,176,6,Yes,,60,10,,,,,,,,,,,,,70,10,0,0,1,0,9,0,0,1,21,1,7,1,2,2,0,0,10,0,90,0,0,10,21,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1170228,BELLA MONTESSORI PRESCHOOL,2,6,700 S ISLANDS DR W,GILBERT,4013,13,AZ,4,85233,4809933393,133,6.5,No,,28,2,2,,,,,,,,,,,,32,4,0,1,1,1,1,0,0,1,21,1,2,1,3,2,0,25,25,25,25,0,0,4,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0500061,BELLA VISTA COLLEGE PREPRATORY SCHOOL,12,17,PO BOX 28096,SCOTTSDALE,4013,13,AZ,4,85255,4805756001,124,6,No,,,,,,,,,,2,5,7,8,34,23,79,79,0,4,5,17,53,0,0,8.9,12,1,3,2,3,1,0,5.06,6.32,21.51,67.08,0,0,8.87,30,MARICOPA,National Independent Private Schools Association (NIPSA),Other school association(s),,,,,,,,,,,,,
A1970241,BLACK MOUNTAIN SCIENCE ACADEMY,2,11,21461 N 78TH AVE STE 185,PEORIA,4013,13,AZ,4,85382,6238251576,180,7,Yes,,42,6,6,1,6,4,4,3,,,,,,,72,30,0,1,4,3,22,0,0,3,21,1,2,1,3,2,0,3.33,13.33,10,73.33,0,0,10,30,MARICOPA,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),,,,,,,,,,,,
A9703808,BLESSED SACRAMENT PRESCHOOL & KINDERGARTEN,2,3,11300 N 64TH ST,SCOTTSDALE,4013,13,AZ,4,85254,4809989466,180,5,Yes,1,53,11,,,,,,,,,,,,,65,12,0,0,1,0,10,0,1,3,11,1,7,1,1,1,0,0,8.33,0,83.33,0,8.33,4,1,MARICOPA,National Catholic Educational Association (NCEA),National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,
31425,BOURGADE CATHOLIC HIGH SCHOOL,14,17,4602 N 31ST AVE,PHOENIX,4013,13,AZ,4,85017,6029734000,180,6.8,Yes,,,,,,,,,,,,94,87,90,74,345,345,11,10,245,12,67,0,0,31.6,11,1,1,2,1,1,3.18,2.89,71.01,3.47,19.42,0,0,10.91,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A2100160,BREAKTHROUGH ACADEMY- EAST CAMPUS,6,13,3427 E BELL RD,PHOENIX,4013,13,AZ,4,85032,8666209380,194,7,Yes,,,,1,2,4,8,3,4,3,2,,,,,27,27,0,2,2,2,20,0,1,4.6,11,1,4,1,3,1,0,7.4,7.4,7.4,74.07,0,3.7,5.86,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1970243,BRIGHT HORIZONS FAMILY CENTER,2,4,7660 S RESEARCH DR,TEMPE,4013,13,AZ,4,85284,4807756607,180,6,Yes,,100,10,,,,,,,,,,,,,110,10,0,1,5,1,3,0,0,1,12,1,7,1,3,1,0,10,50,10,30,0,0,10,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1390007,BRIGHTMONT ACADEMY,10,17,6990 E SHEA BLVD STE 120,SCOTTSDALE,4013,13,AZ,4,85254,6309170217,250,5,No,,,,,,,,3,3,2,9,12,12,7,3,51,51,0,0,4,2,45,0,0,12.8,12,1,6,3,3,1,0,0,7.84,3.92,88.23,0,0,3.98,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1790014,BRIGHTMONT ACADEMY,11,16,2222 W PINNACLE PEAK RD STE 110,PHOENIX,4013,13,AZ,4,85027,6237380710,242,7,No,,,,,,,,,2,3,,3,3,2,,13,13,,,,,,,,4.6,11,1,4,3,3,1,,,,,,,,2.82,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1500076,BRIGHTMONT ACADEMY - CHANDLER,6,17,5540 W CHANDLER BLVD STE 1,CHANDLER,4013,13,AZ,4,85226,4805267090,240,6,No,,,,5,5,5,5,5,4,4,4,4,4,4,4,53,53,,,,,,,,,11,1,1,3,3,1,,,,,,,,,30,MARICOPA,Other school association(s),,,,,,,,,,,,,,
31414,BROPHY COLLEGE PREPARATORY,11,17,4701 N CENTRAL AVE,PHOENIX,4013,13,AZ,4,85012,6022645291,178,6.83,No,,,,,,,,,20,24,26,353,340,323,321,1407,1407,5,74,294,38,848,1,147,103.6,11,3,1,3,1,1,0.35,5.25,20.89,2.7,60.27,0.07,10.44,13.58,1,MARICOPA,Jesuit Schools Network (JSN),,,,,,,,,,,,,,
A1792001,CALVERY CHAPEL CHRISTIAN SCHOOL,3,17,8752 E SPEEDWAY BLVD,TUCSON,4019,19,AZ,4,85710,5207312100,180,5.66,Yes,,,18,18,23,20,20,15,15,20,20,15,15,12,15,226,226,,,,,,,,14.6,11,1,1,3,2,1,,,,,,,,15.47,8,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9700090,CAMELBACK DESERT SCHOOL,2,6,9606 E KALIL DR,SCOTTSDALE,4013,13,AZ,4,85260,4804517453,185,7,Yes,,67,10,5,,,,,,,,,,,,82,15,0,1,0,1,10,0,3,1,12,1,1,1,3,1,0,6.66,0,6.66,66.66,0,20,15,30,MARICOPA,National Independent Private Schools Association (NIPSA),,,,,,,,,,,,,,
BB220027,CAMMACK CHRISTIAN ACADEMY,3,8,PO BOX 660,LAVEEN,4013,13,AZ,4,85339,6022373333,186,7,Yes,,,3,,,3,,,,,,,,,,6,6,0,0,4,0,2,0,0,2.1,21,1,1,1,2,2,0,0,66.66,0,33.33,0,0,2.85,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A9100286,CANYON STATE ACADEMY,7,17,20061 E RITTENHOUSE RD,QUEEN CREEK,4013,13,AZ,4,85142,4809872009,248,7,Yes,,,,,2,3,2,4,17,18,44,48,56,46,13,253,253,28,0,23,63,26,1,112,22.3,21,1,1,3,3,2,11.06,0,9.09,24.9,10.27,0.39,44.26,11.34,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100161,CARD ACADEMY CHANDLER,9,16,912 W CHANDLER BLVD STE B-7,CHANDLER,4013,13,AZ,4,85225,4806374566,230,6,No,10,,,,,,1,1,4,1,,1,1,1,,20,20,,,,,,,,1,11,1,4,3,3,1,,,,,,,,20,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0100495,CARDEN CHRISTIAN ACADEMY CENTRAL,3,13,2727 N SWAN RD,TUCSON,4019,19,AZ,4,85712,5203183824,178,6,No,,,12,7,4,4,5,5,6,4,5,,,,,52,52,2,1,21,13,15,0,0,6.3,11,1,1,1,2,1,3.84,1.92,40.38,25,28.84,0,0,8.25,29,PIMA,Other special emphasis association(s),,,,,,,,,,,,,,
A2100163,CAREFREE CHRISTIAN ACADEMY,12,17,5025 E CAREFREE HWY,CAVE CREEK,4013,13,AZ,4,85331,4805530856,180,7.5,No,,,,,,,,,,2,10,13,9,6,3,43,43,2,3,4,1,32,1,0,6,11,1,1,2,2,1,4.65,6.97,9.3,2.32,74.41,2.32,0,7.16,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A1390008,CASA DEL NINO BILINGUAL MONTESSORI SCHOOL,2,6,2625 W QUEEN CREEK RD STE 6,CHANDLER,4013,13,AZ,4,85248,4809632550,180,6,No,,40,6,2,,,,,,,,,,,,48,8,0,1,4,1,2,0,0,2,11,1,2,1,3,1,0,12.5,50,12.5,25,0,0,4,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9500061,CASA NINOS SCHOOL OF MONTESSORI - EAST CAMPUS,1,1,8655 E BROADWAY BLVD,TUCSON,4019,19,AZ,4,85710,5207511454,217,7.5,Yes,22,,,,,,,,,,,,,,,22,22,1,0,5,4,12,0,0,3,11,1,2,3,3,1,4.54,0,22.72,18.18,54.54,0,0,7.33,30,PIMA,Other Montessori association(s),Other school association(s),,,,,,,,,,,,,
2004105,CASAS CHRISTIAN SCHOOL,3,13,10801 N LA CHOLLA BLVD,ORO VALLEY,4019,19,AZ,4,85742,5202970922,190,7,Yes,,,55,40,40,40,44,44,42,42,30,,,,,377,377,5,4,56,21,222,0,69,21.8,41,1,1,1,2,4,1.32,1.06,14.85,5.57,58.88,0,18.3,17.29,8,PIMA,Other religious school association(s),,,,,,,,,,,,,,
A0970018,CASITA DAYCARE & PRESCHOOL,6,11,1440 W AJO WAY,TUCSON,4019,19,AZ,4,85713,5203589582,252,9.05,No,15,,,24,24,26,35,35,60,,,,,,,219,219,0,0,160,9,50,0,0,19.9,11,1,-1,1,3,1,0,0,73.05,4.1,22.83,0,0,11,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
1610059,CASTLEHILL COUNTRY DAY SCHOOL,2,10,3225 N CRAYCROFT RD,TUCSON,4019,19,AZ,4,85712,5207950008,174,6.5,Yes,,40,17,18,16,17,15,16,,,,,,,,139,99,1,13,4,0,70,0,11,15,11,1,1,1,3,1,1.01,13.13,4.04,0,70.7,0,11.11,6.6,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1970246,CEDAR TREE MONTESSORI INC,2,4,129 N PLEASANT ST,PRESCOTT,4025,25,AZ,4,86301,9287718785,239,6,No,,40,4,,,,,,,,,,,,,44,4,0,0,0,0,4,0,0,1,13,1,2,1,3,1,0,0,0,0,100,0,0,4,30,YAVAPAI,American Montessori Society (AMS),,,,,,,,,,,,,,
A0900119,CENTENNIAL ACADEMY,15,17,PO BOX 188,COLORADO CITY,4015,15,AZ,4,86021,9288752203,125,6.66,Yes,,,,,,,,,,,,,41,32,35,108,108,6,0,0,0,102,0,0,27.6,32,1,1,2,2,3,5.55,0,0,0,94.44,0,0,3.91,19,MOHAVE,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1970247,CHANDLER JEWISH PRESCHOOL / KINDERGARTEN,2,3,875 N MCCLINTOCK DR,CHANDLER,4013,13,AZ,4,85226,4808554333,165,6,No,,25,8,,,,,,,,,,,,,33,8,0,0,0,1,7,0,0,1,11,1,7,1,2,1,0,0,0,12.5,87.5,0,0,8,18,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0507016,CHAPARRAL CHRISTIA COMMUNITY SCHOOLS,2,11,6451 E SHEA BLVD,SCOTTSDALE,4013,13,AZ,4,85254,4809916440,177,6,Yes,,86,7,5,2,6,1,3,1,,,,,,,111,25,0,0,0,0,25,0,0,2.4,12,1,6,1,2,1,0,0,0,0,100,0,0,10.41,8,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
BB220002,CHEDER LUBAVITCH ARIZONA,6,14,2118 E LINCOLN DR,PHOENIX,4013,13,AZ,4,85016,6024220341,165,8.25,Yes,,,,13,16,21,19,17,6,19,,17,,,,128,128,0,0,0,0,128,0,0,15.6,11,1,1,3,2,1,0,0,0,0,100,0,0,8.2,18,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9703814,CHILDREN'S CENTER FOR NEURODEVELOPMENTAL STUDIES,2,17,5430 W GLENN DR,GLENDALE,4013,13,AZ,4,85301,6235126211,180,5.76,No,,3,,3,2,5,3,4,5,5,4,5,5,3,4,51,48,1,3,11,6,24,0,3,9,21,1,4,3,3,2,2.08,6.25,22.91,12.5,50,0,6.25,5.33,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1100028,CHRIST CHURCH SCHOOL,2,8,4015 E LINCOLN DR,PARADISE VALLEY,4013,13,AZ,4,85253,6023819906,172,7,Yes,,125,15,10,8,6,,,,,,,,,,164,39,0,1,0,1,37,0,0,5.6,21,1,1,1,2,2,0,2.56,0,2.56,94.87,0,0,6.96,14,MARICOPA,National Association of Episcopal Schools (NAES),,,,,,,,,,,,,,
31844,CHRIST LUTHERAN SCHOOL,2,13,3901 E INDIAN SCHOOL RD,PHOENIX,4013,13,AZ,4,85018,6029577010,176,6.83,No,,112,54,50,47,54,57,40,55,55,42,,,,,566,454,1,7,12,3,389,0,42,34.1,11,1,1,1,2,1,0.22,1.54,2.64,0.66,85.68,0,9.25,13.31,20,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100165,CHRIST LUTHERAN VAIL EC AND EDU CREATION SCHOOL,2,10,14600 E COLOSSAL CAVE RD,VAIL,4019,19,AZ,4,85641,5204687075,181,6.5,Yes,1,30,9,19,6,6,7,1,,,,,,,,79,49,0,3,13,3,30,0,0,7.3,41,1,1,1,2,4,0,6.12,26.53,6.12,61.22,0,0,6.71,20,PIMA,National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,,
A9900116,CHRIST THE KING SCHOOL,2,13,1551 E DANA AVE,MESA,4013,13,AZ,4,85204,4808444480,180,7.25,Yes,,12,24,27,24,21,18,29,24,18,16,,,,,213,201,1,8,93,7,74,6,12,15,11,1,1,1,1,1,0.49,3.98,46.26,3.48,36.81,2.98,5.97,13.4,1,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
K9300074,CHRIST'S GREENFIELD LUTHERAN SCHOOL,2,13,425 N GREENFIELD RD,GILBERT,4013,13,AZ,4,85234,4808928314,175,7,No,68,81,43,26,36,20,29,17,26,30,22,,,,,398,317,0,3,52,5,227,0,30,25.6,21,1,1,1,2,2,0,0.94,16.4,1.57,71.6,0,9.46,12.38,20,MARICOPA,Other religious school association(s),,,,,,,,,,,,,,
A1390009,CHRYSALIS ACAD DAY SCHOOL FOR CHILDREN WITH AUTISM,1,1,1250 N 77TH ST,SCOTTSDALE,4013,13,AZ,4,85257,4808396000,209,5.75,No,35,,,,,,,,,,,,,,,35,35,1,1,4,3,25,0,1,4,12,1,4,3,3,1,2.85,2.85,11.42,8.57,71.42,0,2.85,8.75,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1900102,COCHISE SDA CHRISTIAN SCHOOL,7,13,PO BOX 4146,BISBEE,4003,3,AZ,4,85603,5204329186,180,6.5,Yes,,,,,1,2,2,4,,5,1,,,,,15,15,0,0,6,1,5,0,3,1,32,1,1,1,2,3,0,0,40,6.66,33.33,0,20,15,28,COCHISE,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
A2190028,COCHISE SDA CHRISTIAN SCHOOL,7,13,PO BOX 4146,BISBEE,4003,3,AZ,4,85603,5204329186,180,7,No,,,,,1,2,2,4,,5,1,,,,,15,15,0,0,7,1,4,0,3,1,32,1,1,1,2,3,0,0,46.66,6.66,26.66,0,20,15,28,COCHISE,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
A0100489,COMMUNITY MONTESSORI SCHOOL,2,3,3737 E SHEA BLVD,PHOENIX,4013,13,AZ,4,85028,6029539532,220,6,No,,27,5,,,,,,,,,,,,,32,5,0,1,0,2,2,0,0,2.6,11,1,2,1,3,1,0,20,0,40,40,0,0,1.92,30,MARICOPA,American Montessori Society (AMS),,,,,,,,,,,,,,
A1970250,COMMUNITY MONTESSORI SCHOOL OF BISBEE,2,8,1900 S NACO HWY,BISBEE,4003,3,AZ,4,85603,5204328075,180,7,No,,6,6,4,6,1,,,,,,,,,,23,17,0,3,0,0,14,0,0,2.9,41,1,2,1,3,4,0,17.64,0,0,82.35,0,0,5.86,30,COCHISE,American Montessori Society (AMS),Association Montessori International (AMI),,,,,,,,,,,,,
