,PSS_SCHOOL_ID,PSS_INST,LOGRADE,HIGRADE,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8,PSS_ASSOC_9,PSS_ASSOC_10,PSS_ASSOC_11,PSS_ASSOC_12,PSS_ASSOC_13,PSS_ASSOC_14,PSS_ASSOC_15,FULL_ADDRESS,COORDINATE,DISTRICTS
88,A2100176,EMPOWER ACADEMY MVA CAMPUS,9,17,22050 E QUEEN CREEK RD,QUEEN CREEK,4021,21,AZ,4,85142,4804761171,180.0,6.5,No,,,,,,,3.0,5.0,2.0,2.0,2.0,5.0,4.0,6.0,2.0,31.0,31.0,0.0,0.0,8.0,3.0,20.0,0.0,0.0,5.0,21,1,4,3,3,2,0.0,0.0,25.8,9.67,64.51,0.0,0.0,6.2,30,PINAL,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"22050 E QUEEN CREEK RD,QUEEN CREEK,AZ",POINT (-111.6072722 33.2645732),['Queen Creek Unified District']
89,A1900106,FAITH CHRISTIAN ACADEMY,11,17,3020 S MISSION RD,TUCSON,4019,19,AZ,4,85713,5208834999,180.0,7.5,Yes,,,,,,,,,5.0,12.0,11.0,8.0,3.0,2.0,6.0,47.0,47.0,2.0,0.0,32.0,0.0,13.0,0.0,0.0,7.9,11,1,1,3,2,1,4.25,0.0,68.08,0.0,27.65,0.0,0.0,5.94,8,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"3020 S MISSION RD,TUCSON,AZ",POINT (-111.0027299 32.1886772),['Tucson Unified District']
90,A9703841,FAITH COMMUNITY ACADEMY,2,11,2551 W ORANGE GROVE RD,TUCSON,4019,19,AZ,4,85741,5207424189,175.0,6.5,Yes,,41.0,17.0,16.0,14.0,10.0,13.0,14.0,17.0,,,,,,,142.0,101.0,0.0,1.0,26.0,7.0,59.0,0.0,8.0,9.3,21,1,1,1,2,2,0.0,0.99,25.74,6.93,58.41,0.0,7.92,10.86,29,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"2551 W ORANGE GROVE RD,TUCSON,AZ",POINT (-111.0206533 32.3215489),['Amphitheater Unified District']
91,31833,FAITH LUTHERAN SCHOOL,2,13,3925 E 5TH ST,TUCSON,4019,19,AZ,4,85711,5208810670,180.0,7.0,Yes,,8.0,5.0,5.0,8.0,3.0,10.0,4.0,4.0,8.0,7.0,,,,,62.0,54.0,1.0,1.0,9.0,4.0,29.0,2.0,8.0,5.6,11,1,1,1,2,1,1.85,1.85,16.66,7.4,53.7,3.7,14.81,9.64,20,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"3925 E 5TH ST,TUCSON,AZ",POINT (-110.9079509 32.2293201),['Tucson Unified District']
92,A0500072,FAMILY LIFE ACADEMY,2,13,530 S PANTANO RD,TUCSON,4019,19,AZ,4,85710,5202968989,181.0,6.5,Yes,,90.0,13.0,13.0,14.0,4.0,5.0,15.0,13.0,8.0,9.0,,,,,184.0,94.0,3.0,5.0,25.0,9.0,52.0,0.0,0.0,8.6,11,1,1,1,2,1,3.19,5.31,26.59,9.57,55.31,0.0,0.0,10.93,8,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"530 S PANTANO RD,TUCSON,AZ",POINT (-110.8258621 32.2144636),['Tucson Unified District']
93,A9100339,FIRST BAPTIST CHRISTIAN ACADEMY,2,14,1447 S 7TH ST,SIERRA VISTA,4003,3,AZ,4,85635,5204582983,180.0,6.91,Yes,,50.0,21.0,19.0,18.0,19.0,17.0,16.0,16.0,15.0,9.0,5.0,,,,205.0,155.0,1.0,7.0,26.0,14.0,104.0,1.0,2.0,14.5,13,1,1,3,2,1,0.64,4.51,16.77,9.03,67.09,0.64,1.29,10.68,5,COCHISE,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"1447 S 7TH ST,SIERRA VISTA,AZ",POINT (-110.29264 31.5392108),['Sierra Vista Unified District']
94,2004116,FIRST SOUTHERN CHRISTIAN SCHOOL,2,11,445 E SPEEDWAY BLVD,TUCSON,4019,19,AZ,4,85705,5206249797,180.0,6.5,Yes,,12.0,13.0,10.0,11.0,11.0,11.0,4.0,3.0,,,,,,,75.0,63.0,0.0,1.0,46.0,1.0,14.0,0.0,1.0,5.4,11,1,1,1,2,1,0.0,1.58,73.01,1.58,22.22,0.0,1.58,11.66,5,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"445 E SPEEDWAY BLVD,TUCSON,AZ",POINT (-110.9649448 32.2364274),['Tucson Unified District']
95,A0700043,FLAGSTAFF CHRISTIAN SCHOOL,3,17,PO BOX 30841,FLAGSTAFF,4005,5,AZ,4,86003,9283807974,142.0,7.25,Yes,,,39.0,33.0,33.0,22.0,26.0,18.0,19.0,21.0,16.0,6.0,8.0,,3.0,244.0,244.0,10.0,6.0,53.0,5.0,150.0,0.0,20.0,17.3,13,1,1,3,2,1,4.09,2.45,21.72,2.04,61.47,0.0,8.19,14.1,29,COCONINO,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"PO BOX 30841,FLAGSTAFF,AZ",POINT (-111.651302 35.1982836),['Flagstaff Unified District']
96,A0900124,FLORENCE BAPTIST ACADEMY,2,3,PO BOX 298,FLORENCE,4021,21,AZ,4,85132,5208681728,175.0,7.5,Yes,28.0,1.0,2.0,,,,,,,,,,,,,31.0,30.0,0.0,0.0,6.0,1.0,23.0,0.0,0.0,5.0,31,1,1,1,2,3,0.0,0.0,20.0,3.33,76.66,0.0,0.0,6.0,8,PINAL,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 298,FLORENCE,AZ",POINT (-111.3873431 33.0314508),['Florence Unified School District']
97,A1990016,FOURTEENSIX CHRISTIAN ACADEMY,3,16,15175 W MONDELL RD,SURPRISE,4013,13,AZ,4,85374,6232487285,188.0,7.5,No,,,11.0,6.0,11.0,8.0,6.0,4.0,7.0,5.0,5.0,10.0,1.0,1.0,,75.0,75.0,0.0,9.0,7.0,6.0,46.0,0.0,7.0,5.5,21,1,6,3,2,2,0.0,12.0,9.33,8.0,61.33,0.0,9.33,13.63,8,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"15175 W MONDELL RD,SURPRISE,AZ",POINT (-112.3882467 33.6406953),['Dysart Unified District']
98,A2190031,FUSION SCOTTSDALE,10,17,8700 N GAINEY DR STE 150,SCOTTSDALE,4013,13,AZ,4,85258,6026613721,,6.0,Yes,15.0,,,,,,,1.0,7.0,10.0,13.0,13.0,13.0,6.0,17.0,95.0,95.0,2.0,0.0,7.0,1.0,85.0,0.0,0.0,26.8,12,1,1,3,3,1,2.1,0.0,7.36,1.05,89.47,0.0,0.0,3.54,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"8700 N GAINEY DR STE 150,SCOTTSDALE,AZ",POINT (-111.9258282 33.5651942),['Scottsdale Unified District']
99,A1500084,GARY K. HERBERGER YOUNG SCHOLARS ACADEMY,12,17,4701 W THUNDERBIRD RD,GLENDALE,4013,13,AZ,4,85306,4807278550,171.0,7.0,No,,,,,,,,,,12.0,14.0,17.0,21.0,23.0,18.0,105.0,105.0,0.0,15.0,2.0,2.0,86.0,0.0,0.0,10.6,11,1,3,2,3,1,0.0,14.28,1.9,1.9,81.9,0.0,0.0,9.9,30,MARICOPA,Other school association(s),,,,,,,,,,,,,,,"4701 W THUNDERBIRD RD,GLENDALE,AZ",POINT (-112.1593937 33.608785),"['Glendale Union High School District', 'Washington Elementary District']"
100,A0900126,GATEWAY ACADEMY,11,17,3939 E SHEA BLVD,PHOENIX,4013,13,AZ,4,85028,4809981071,185.0,7.0,Yes,,,,,,,,,4.0,9.0,18.0,22.0,18.0,16.0,16.0,103.0,103.0,0.0,2.0,7.0,1.0,92.0,1.0,0.0,20.0,11,1,4,3,3,1,0.0,1.94,6.79,0.97,89.32,0.97,0.0,5.15,30,MARICOPA,National Association of Private Special Education Centers (NAPSEC),Other special emphasis association(s),Other school association(s),,,,,,,,,,,,,"3939 E SHEA BLVD,PHOENIX,AZ",POINT (-111.9967784 33.5819624),['Paradise Valley Unified District']
101,2003291,GETHSEMANE LUTHERAN SCHOOL,2,3,1035 E GUADALUPE RD,TEMPE,4013,13,AZ,4,85283,4808390906,180.0,6.0,No,,98.0,18.0,,,,,,,,,,,,,116.0,18.0,0.0,2.0,1.0,0.0,15.0,0.0,0.0,1.0,12,1,7,1,2,1,0.0,11.11,5.55,0.0,83.33,0.0,0.0,18.0,20,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1035 E GUADALUPE RD,TEMPE,AZ",POINT (-111.9246046 33.36306750000001),"['Tempe Union High School District', 'Kyrene Elementary District']"
102,A1970255,GILBERT CHRISTIAN SCHOOLS,2,17,3632 E JASPER DR,GILBERT,4013,13,AZ,4,85296,4802521018,180.0,7.0,No,,60.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,110.0,80.0,80.0,1530.0,1470.0,,,,,,,,123.0,21,1,1,3,2,2,,,,,,,,11.95,8,MARICOPA,Association of Christian Schools International (ACSI),State or regional independent school association,,,,,,,,,,,,,,"3632 E JASPER DR,GILBERT,AZ",POINT (-111.7116562 33.3268772),['Higley Unified District']
103,A1970256,GILBERT CHRISTIAN SCHOOLS - GREENFIELD CAMPUS,2,13,4341 S GREENFIELD RD,GILBERT,4013,13,AZ,4,85297,4806388000,180.0,8.0,No,,32.0,62.0,64.0,63.0,63.0,62.0,63.0,62.0,60.0,61.0,,,,,592.0,560.0,,,,,,,,42.4,21,1,1,1,2,2,,,,,,,,13.2,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"4341 S GREENFIELD RD,GILBERT,AZ",POINT (-111.7366573 33.2713511),['Higley Unified District']
104,33193,GLENVIEW ADVENTIST ACADEMY,3,13,6801 N 43RD AVE,PHOENIX,4013,13,AZ,4,85019,6239311846,180.0,7.25,No,,,22.0,12.0,11.0,17.0,18.0,15.0,14.0,13.0,26.0,,,,,148.0,148.0,0.0,18.0,96.0,20.0,12.0,1.0,1.0,7.4,11,1,1,1,2,1,0.0,12.16,64.86,13.51,8.1,0.67,0.67,20.0,28,MARICOPA,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,,"6801 N 43RD AVE,PHOENIX,AZ",POINT (-112.1508306 33.5364117),['Alhambra Elementary District']
105,A2192012,GLOBAL SCHOOLS FOR STARSEED AND URANTIAN CHILDREN AND TEENS,2,17,2074 PENDLETON DRIVE,Rio Rico,4023,23,AZ,4,85648,5204036271,260.0,8.0,Yes,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,20.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.3,42,1,6,3,2,4,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.01,29,SANTA CRUZ,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"2074 PENDLETON DRIVE,Rio Rico,AZ",POINT (-111.037612 31.5771881),['Santa Cruz Valley Unified District']
106,32269,GOMPERS PRIVATE SCHOOL,11,17,6601 N 27TH AVE,PHOENIX,4013,13,AZ,4,85017,6023360061,180.0,7.0,No,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,10.0,10.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,2.0,11,1,4,3,3,1,0.0,0.0,50.0,20.0,30.0,0.0,0.0,5.0,30,MARICOPA,Other special emphasis association(s),,,,,,,,,,,,,,,"6601 N 27TH AVE,PHOENIX,AZ",POINT (-112.1158892 33.5335869),"['Glendale Union High School District', 'Washington Elementary District']"
107,A9100355,GOSPEL OUTREACH CHRISTIAN SCHOOL,3,17,515 W WICKENBURG WAY,WICKENBURG,4013,13,AZ,4,85390,9286845227,185.0,6.0,Yes,,,2.0,,1.0,,1.0,2.0,1.0,,1.0,,1.0,,2.0,11.0,11.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,4.4,32,1,1,3,2,3,0.0,0.0,9.09,0.0,90.9,0.0,0.0,2.5,29,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"515 W WICKENBURG WAY,WICKENBURG,AZ",POINT (-112.7377108 33.9658618),['Wickenburg Unified District']
108,A9100356,GRACE CHRISTIAN ACADEMY,2,13,1200 E SOUTHERN AVE,TEMPE,4013,13,AZ,4,85282,4809665022,180.0,6.75,Yes,,63.0,35.0,31.0,24.0,22.0,30.0,26.0,20.0,21.0,15.0,,,,,287.0,224.0,,,,,,,,18.8,12,1,1,1,2,1,,,,,,,,11.91,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"1200 E SOUTHERN AVE,TEMPE,AZ",POINT (-111.9215973 33.3933551),['Tempe School District']
109,A0304004,GRACE FELLOWSHIP ACADEMY,2,13,1300 N MILLER RD,BUCKEYE,4013,13,AZ,4,85326,6233938883,139.0,8.0,Yes,,13.0,10.0,14.0,13.0,14.0,12.0,10.0,13.0,10.0,7.0,,,,,116.0,103.0,0.0,3.0,7.0,4.0,82.0,1.0,6.0,9.1,31,1,1,1,2,3,0.0,2.91,6.79,3.88,79.61,0.97,5.82,11.31,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"1300 N MILLER RD,BUCKEYE,AZ",POINT (-112.5918619 33.3874002),['Buckeye Elementary District']
110,32848,GRACE LUTHERAN SCHOOL,2,13,5600 W PALMAIRE AVE,GLENDALE,4013,13,AZ,4,85301,6239372010,174.0,6.75,No,,27.0,14.0,10.0,13.0,11.0,11.0,14.0,13.0,5.0,7.0,,,,,125.0,98.0,4.0,0.0,18.0,6.0,56.0,0.0,14.0,6.0,21,1,1,1,2,2,4.08,0.0,18.36,6.12,57.14,0.0,14.28,16.33,22,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"5600 W PALMAIRE AVE,GLENDALE,AZ",POINT (-112.1801032 33.5413509),['Glendale Elementary District']
111,A9703817,GRACEPOINTE CHRISTIAN ACADEMY,2,10,5757 W AJO HWY,TUCSON,4019,19,AZ,4,85735,5205783249,179.0,6.0,No,,19.0,12.0,7.0,7.0,8.0,6.0,6.0,,,,,,,,65.0,46.0,2.0,0.0,41.0,1.0,2.0,0.0,0.0,6.3,21,1,1,1,2,2,4.34,0.0,89.13,2.17,4.34,0.0,0.0,7.3,8,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"5757 W AJO HWY,TUCSON,AZ",POINT (-111.0868634 32.166039),['Tucson Unified District']
112,BB220024,GREENHOUSE MONTESSORI,2,7,505 S GILBERT RD,GILBERT,4013,13,AZ,4,85296,4806350386,180.0,6.83,Yes,,30.0,9.0,3.0,6.0,,,,,,,,,,,48.0,18.0,,,8.0,1.0,,,,1.6,21,1,2,1,3,2,,,44.44,5.55,,,,11.25,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"505 S GILBERT RD,GILBERT,AZ",POINT (-111.7894029 33.3407452),['Gilbert Unified District']
113,A2190033,GUIDEPOST MONTESSORI AT PEORIA,2,3,20565 N FLETCHER WAY,PEORIA,4013,13,AZ,4,85382,6235623353,150.0,8.0,No,,125.0,6.0,,,,,,,,,,,,,131.0,6.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,21,1,2,1,3,2,0.0,0.0,50.0,16.66,33.33,0.0,0.0,3.0,30,MARICOPA,Other Montessori association(s),,,,,,,,,,,,,,,"20565 N FLETCHER WAY,PEORIA,AZ",POINT (-112.2411006 33.6703201),['Peoria Unified School District']
114,A1992074,HEARTWOOD MONTESSORI,2,13,207 N MESA DR,MESA,4013,13,AZ,4,85201,4805990137,180.0,7.0,Yes,,42.0,16.0,14.0,14.0,10.0,15.0,6.0,2.0,4.0,4.0,,,,,127.0,85.0,0.0,7.0,37.0,12.0,26.0,3.0,0.0,15.0,11,1,2,1,3,1,0.0,8.23,43.52,14.11,30.58,3.52,0.0,5.66,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,,"207 N MESA DR,MESA,AZ",POINT (-111.8220215 33.4199669),['Mesa Unified District']
115,A9900129,HI-STAR CENTER FOR CHILDREN,3,13,PO BOX 6466,GLENDALE,4013,13,AZ,4,85312,6025483038,180.0,6.0,Yes,,,5.0,2.0,2.0,4.0,7.0,6.0,3.0,10.0,6.0,,,,,45.0,45.0,1.0,1.0,11.0,5.0,25.0,0.0,2.0,7.0,11,1,4,1,3,1,2.22,2.22,24.44,11.11,55.55,0.0,4.44,6.42,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 6466,GLENDALE,AZ",POINT (-112.1859866 33.5386523),['Glendale Elementary District']
116,A2100182,HMAN'SHAWA DAY SCHOOL,2,3,PO BOX 17779,FOUNTAIN HILLS,4013,13,AZ,4,85269,4807897227,180.0,6.5,No,,20.0,13.0,,,,,,,,,,,,,33.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.9,41,1,7,1,3,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 17779,FOUNTAIN HILLS,AZ",POINT (-111.7256936 33.6042079),['Fountain Hills Unified District']
117,33218,HOLBROOK SEVENTH-DAY ADVENTIST INDIAN SCHOOL,6,17,2001 MCLAWS RD,HOLBROOK,4017,17,AZ,4,86025,9285246845,180.0,8.0,Yes,,,,2.0,,,6.0,2.0,5.0,6.0,8.0,8.0,14.0,4.0,6.0,61.0,61.0,58.0,2.0,0.0,0.0,1.0,0.0,0.0,8.9,41,1,1,3,2,4,95.08,3.27,0.0,0.0,1.63,0.0,0.0,6.85,28,NAVAJO,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,,"2001 MCLAWS RD,HOLBROOK,AZ",POINT (-110.1932622 34.8864656),['Holbrook Unified District']
118,A1100032,HOLY CROSS LUTHERAN SCHOOL,3,14,1420 W THUNDERBIRD RD,PHOENIX,4013,13,AZ,4,85023,6236883141,180.0,7.0,Yes,,,1.0,,,,1.0,,1.0,,2.0,2.0,,,,7.0,7.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.1,11,1,1,3,2,1,0.0,0.0,57.14,0.0,42.85,0.0,0.0,6.36,23,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1420 W THUNDERBIRD RD,PHOENIX,AZ",POINT (-112.0892212 33.608737),['Washington Elementary District']
119,BB220003,HOLY FAMILY ACADEMY,3,17,2969 N GREENFIELD RD,PHOENIX,4013,13,AZ,4,85016,6024386513,181.0,7.0,Yes,,,5.0,6.0,7.0,10.0,11.0,8.0,4.0,9.0,10.0,6.0,7.0,3.0,5.0,91.0,91.0,0.0,0.0,10.0,0.0,80.0,0.0,1.0,9.9,11,1,1,3,1,1,0.0,0.0,10.98,0.0,87.91,0.0,1.09,9.19,1,MARICOPA,Other school association(s),,,,,,,,,,,,,,,"2969 N GREENFIELD RD,PHOENIX,AZ",POINT (-112.0379865 33.4830563),['Creighton Elementary District']
120,A0500066,HOPE CHRISTIAN ACADEMY,3,13,1125 N DOBSON RD,CHANDLER,4013,13,AZ,4,85224,4807221445,172.0,7.33,No,,,15.0,15.0,13.0,14.0,8.0,12.0,12.0,2.0,6.0,,,,,97.0,97.0,0.0,1.0,6.0,0.0,90.0,0.0,0.0,13.9,11,1,1,1,2,1,0.0,1.03,6.18,0.0,92.78,0.0,0.0,6.97,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"1125 N DOBSON RD,CHANDLER,AZ",POINT (-111.8753524 33.3235012),['Chandler Unified District']
121,A2190035,IGNITE LEARNING ACADEMY,2,17,"4848 E CACTUS ROAD, STE 505-897",SCOTTSDALE,4013,13,AZ,4,85254,4806606474,182.0,6.0,No,,4.0,19.0,19.0,20.0,19.0,23.0,20.0,26.0,23.0,30.0,19.0,9.0,6.0,3.0,240.0,236.0,8.0,32.0,43.0,24.0,125.0,4.0,0.0,18.3,11,1,1,3,3,1,3.38,13.55,18.22,10.16,52.96,1.69,0.0,12.89,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"4848 E CACTUS ROAD, STE 505-897,SCOTTSDALE,AZ",POINT (-111.9768503 33.5991861),['Paradise Valley Unified District']
122,31039,IMMACULATE CONCEPTION CATHOLIC SCHOOL,2,13,501 S AVE B,YUMA,4027,27,AZ,4,85364,9287835225,180.0,7.0,Yes,,14.0,21.0,18.0,26.0,21.0,28.0,21.0,20.0,26.0,28.0,,,,,223.0,209.0,0.0,3.0,188.0,2.0,14.0,1.0,1.0,13.9,13,1,1,1,1,1,0.0,1.43,89.95,0.95,6.69,0.47,0.47,15.03,1,YUMA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"501 S AVE B,YUMA,AZ",POINT (-114.649281 32.7176523),['Yuma Elementary District']
123,A9100366,IMMACULATE HEART ACADEMY,2,13,410 E MAGEE RD,ORO VALLEY,4019,19,AZ,4,85704,5202976672,180.0,7.25,Yes,,8.0,14.0,10.0,12.0,14.0,18.0,14.0,18.0,22.0,23.0,,,,,153.0,145.0,0.0,6.0,51.0,1.0,82.0,0.0,5.0,14.6,21,1,1,1,1,2,0.0,4.13,35.17,0.68,56.55,0.0,3.44,9.93,1,PIMA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"410 E MAGEE RD,ORO VALLEY,AZ",POINT (-110.9659956 32.3509512),['Amphitheater Unified District']
124,A1900111,IMMACULATE HEART HIGH SCHOOL,14,17,625 E MAGEE RD,TUCSON,4019,19,AZ,4,85704,5202972851,180.0,7.0,Yes,,,,,,,,,,,,19.0,5.0,12.0,14.0,50.0,50.0,0.0,4.0,27.0,0.0,19.0,0.0,0.0,6.6,21,1,1,2,1,2,0.0,8.0,54.0,0.0,38.0,0.0,0.0,7.57,1,PIMA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"625 E MAGEE RD,TUCSON,AZ",POINT (-110.9623505 32.3524809),['Amphitheater Unified District']
125,32939,IMMANUEL MISSION SCHOOL,2,13,PO BOX 1080,TEEC NOS POS,4001,1,AZ,4,86514,9284890421,144.0,7.25,Yes,,5.0,7.0,5.0,7.0,2.0,2.0,4.0,2.0,5.0,4.0,,,,,43.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,43,1,1,1,2,4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,8,APACHE,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 1080,TEEC NOS POS,AZ",POINT (-109.0856582 36.9211097),['Red Mesa Unified District']
126,A1500086,INTERMOUNTAIN ACADEMY,7,17,PO BOX 86537,TUCSON,4019,19,AZ,4,85745,5202322900,180.0,6.75,Yes,,,,,3.0,6.0,8.0,7.0,10.0,11.0,10.0,8.0,10.0,7.0,26.0,106.0,106.0,7.0,4.0,33.0,11.0,50.0,1.0,0.0,10.0,11,1,4,3,3,1,6.6,3.77,31.13,10.37,47.16,0.94,0.0,10.6,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 86537,TUCSON,AZ",POINT (-110.9741769 32.2539787),['Amphitheater Unified District']
127,A0100541,INTERNATIONAL SCHOOL OF ARIZONA,2,13,9522 E SAN SALVADOR DR,SCOTTSDALE,4013,13,AZ,4,85258,4808742326,180.0,7.25,Yes,,36.0,42.0,29.0,36.0,30.0,30.0,24.0,18.0,15.0,5.0,,,,,265.0,229.0,,,,,,,,20.0,12,1,3,1,3,1,,,,,,,,11.45,30,MARICOPA,Other school association(s),,,,,,,,,,,,,,,"9522 E SAN SALVADOR DR,SCOTTSDALE,AZ",POINT (-111.8755829 33.5711667),['Scottsdale Unified District']
128,A0700046,INTERNATIONAL SCHOOL OF TUCSON,3,13,1701 E SENECA ST,TUCSON,4019,19,AZ,4,85719,5204060552,180.0,7.5,No,,,36.0,39.0,26.0,22.0,12.0,7.0,10.0,8.0,3.0,,,,,163.0,163.0,9.0,3.0,61.0,12.0,72.0,3.0,3.0,20.0,11,1,3,1,3,1,5.52,1.84,37.42,7.36,44.17,1.84,1.84,8.15,30,PIMA,Other school association(s),,,,,,,,,,,,,,,"1701 E SENECA ST,TUCSON,AZ",POINT (-110.9463908 32.247005),['Tucson Unified District']
129,A2192015,JEWELL SCHOOL,3,13,26015 S MANDARIN,QUEEN CREEK,4013,13,AZ,4,85142,4808051400,180.0,5.25,Yes,3.0,,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,,,,,29.0,29.0,0.0,0.0,8.0,1.0,16.0,3.0,1.0,4.6,21,1,1,1,2,2,0.0,0.0,27.58,3.44,55.17,10.34,3.44,6.3,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"26015 S MANDARIN,QUEEN CREEK,AZ",POINT (-111.6768333 33.2115865),['Chandler Unified District']
130,A2190036,JOHN PAUL II CATHOLIC HIGH SCHOOL,14,17,3120 N 137 AVE,AVONDALE,4013,13,AZ,4,85392,6232332777,,6.5,Yes,,,,,,,,,,,,106.0,74.0,69.0,84.0,333.0,333.0,0.0,23.0,0.0,4.0,288.0,1.0,17.0,24.9,22,1,1,2,1,2,0.0,6.9,0.0,1.2,86.48,0.3,5.1,13.37,1,MARICOPA,Other religious school association(s),,,,,,,,,,,,,,,"3120 N 137 AVE,AVONDALE,AZ",POINT (-112.3554293 33.4824888),"['Agua Fria Union High School District', 'Litchfield Elementary District']"
131,30909,KINO LEARNING CENTER,1,1,6625 N 1ST AVE,TUCSON,4019,19,AZ,4,85718,5202977278,170.0,6.5,Yes,38.0,,,,,,,,,,,,,,,38.0,38.0,0.0,0.0,4.0,0.0,34.0,0.0,0.0,9.9,21,1,6,3,3,2,0.0,0.0,10.52,0.0,89.47,0.0,0.0,3.83,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"6625 N 1ST AVE,TUCSON,AZ",POINT (-110.961798 32.3268721),['Amphitheater Unified District']
